settlement_id,payment_id,order_id,type,amount,fee,tax,settled_at,utr
setl_C3M9,pay_vVLf7qf40X,ORD-00065,payment,619100,4953,892,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_MqKLm77ijx,ORD-00066,payment,659900,5279,950,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_hB3ZZXtGKJ,ORD-00067,payment,258100,2065,372,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_KpVxfJHX6Q,ORD-00068,payment,507600,4061,731,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_SRo2FgvN3J,ORD-00069,payment,102600,821,148,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_5ayyEQXXTf,ORD-00070,payment,85100,681,123,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_ncjXwqVNMn,ORD-00071,payment,141200,1130,203,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_u6jyNXMPCV,ORD-00072,payment,663900,5311,956,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_43PpfZLzos,ORD-00073,payment,618100,4945,890,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_Ut8rssc66k,ORD-00074,payment,248400,1987,358,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_GDvaWPi0ka,ORD-00075,payment,868400,6947,1250,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_h8g0G7yF05,ORD-00076,payment,36600,293,53,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_fBHoTq3nzx,ORD-00077,payment,42600,341,61,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_j1wfVSasR0,ORD-00078,payment,175400,1403,253,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_sEJQyyvv5U,ORD-00079,payment,454700,3638,655,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_DhzUmw8rbb,ORD-00080,payment,198000,1584,285,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_qoTdSRHSYn,ORD-00081,payment,750000,6000,1080,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_tm5SkdEiyG,ORD-00082,payment,634300,5074,913,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_BdFvRAZ0Ys,ORD-00083,payment,266100,2129,383,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_cvQwyc0TH2,ORD-00084,payment,576300,4610,830,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_yZUz89fgC7,ORD-00085,payment,561300,4490,808,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_0dKheNSA9u,ORD-00086,payment,292300,2338,421,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_QV0KMJzHjj,ORD-00087,payment,413100,3305,595,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_YLwdAmj7fi,ORD-00088,payment,537800,4302,774,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_HhcEFa5RsR,ORD-00089,payment,374500,2996,539,2026-08-06T11:02:00Z,402914001233
setl_C3M9,pay_5oeCm9bpkL,ORD-00090,payment,807000,6456,1162,2026-08-06T11:02:00Z,402914001233
setl_C3M9,rfnd_NuX2EfmaVn,ORD-00063,refund,-572500,0,0,2026-08-06T11:02:00Z,402914001233
setl_C3M9,rfnd_B1n4vq1fye,ORD-00066,refund,-659900,0,0,2026-08-06T11:02:00Z,402914001233
setl_D4P2,pay_x0bGC7bMaX,ORD-00091,payment,127000,1016,183,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_V0ikH3pW0S,ORD-00092,payment,400800,3206,577,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_ezyLLk1dr1,ORD-00093,payment,462700,3702,666,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_XAz772f5Qu,ORD-00094,payment,569400,4555,820,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_oamn2s8b2n,ORD-00095,payment,712700,5702,1026,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_ME1hDBZt4C,ORD-00096,payment,382500,3060,551,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_LPRNgHVDEC,ORD-00097,payment,530200,4242,764,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_wkv9EK3mBe,ORD-00098,payment,121300,970,175,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_LBj4N3sjKs,ORD-00099,payment,430200,3442,620,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_Cbxs85aqJR,ORD-00100,payment,750500,6004,1081,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_8zp3cjpCQ4,ORD-00101,payment,438300,3506,631,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_gXiNkL3WVT,ORD-00102,payment,459000,3672,661,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_p4UK2SABMm,ORD-00103,payment,466200,3730,671,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_fHdurCneTC,ORD-00104,payment,82900,663,119,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_WBPdRuGHzD,ORD-00105,payment,247900,1983,357,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_ZAyz3hemNK,ORD-00106,payment,687600,5501,990,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_HLYZrk60Wr,ORD-00107,payment,303900,2431,438,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_MXh5E2U2To,ORD-00108,payment,814200,6514,1173,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_bHyPa21uND,ORD-00109,payment,766700,6134,1104,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_uTaHoeSELA,ORD-00110,payment,163700,1310,236,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_Na939gRMnR,ORD-00111,payment,763900,6111,1100,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_vLB8ChXwfC,ORD-00112,payment,268500,2148,387,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_ESiQgGAZG8,ORD-00113,payment,604000,4832,870,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_qbAYerWgDB,ORD-00114,payment,356700,2854,514,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_0KiK4R3kWs,ORD-00115,payment,751800,6014,1083,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_ZxvW9hTwDq,ORD-00116,payment,179800,1438,259,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_C0n8ps3sRm,ORD-00117,payment,458100,3665,660,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_fWrgN6EXhS,ORD-00118,payment,767100,6137,1105,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_92b7vXo41X,ORD-00119,payment,633300,5066,912,2026-08-07T11:02:00Z,402914118876
setl_D4P2,pay_aNEYyihQXs,ORD-00120,payment,422000,3376,608,2026-08-07T11:02:00Z,402914118876
setl_D4P2,rfnd_tPctXx8Dmk,ORD-00108,refund,-814200,0,0,2026-08-07T11:02:00Z,402914118876
setl_D4P2,rfnd_4FBLUhJx9m,ORD-00109,refund,-766700,0,0,2026-08-07T11:02:00Z,402914118876
setl_D4P2,adj_WaqgA180c5,,adjustment,-231400,0,0,2026-08-07T11:02:00Z,402914118876
setl_D4P2,rfnd_CAqNcb9TDE,ORD-00075,refund,-394700,0,0,2026-08-05T18:30:00Z,402914118876
setl_E5R8,pay_pvYevp4DRu,ORD-00121,payment,611100,7333,1320,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_PVjMRbjGru,ORD-00122,payment,508900,6107,1099,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_20tk1uHejF,ORD-00123,payment,440000,5280,950,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_CcjeyWZQ6Y,ORD-00124,payment,323700,3884,699,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_rC6pDvT6RL,ORD-00125,payment,35600,427,77,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_HEUi9QbmBq,ORD-00126,payment,824300,9892,1781,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_D23JdC2ids,ORD-00127,payment,157500,1890,340,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_KZ6Z30kFXw,ORD-00128,payment,374000,4488,808,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_D2oLrD6sgS,ORD-00129,payment,816500,9798,1764,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_SkhoroRcq4,ORD-00130,payment,840100,10081,1815,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_svKpzCABW1,ORD-00131,payment,663200,7958,1432,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_cAfgtWy3iz,ORD-00132,payment,828200,9938,1789,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_KbUQbD4kFt,ORD-00133,payment,611500,7338,1321,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_Bvvc9R6cJK,ORD-00134,payment,834900,10019,1803,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_Y37got4yz5,ORD-00135,payment,444500,5334,960,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_6wWG8PzqRz,ORD-00136,payment,889600,10675,1922,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_Sq7dbuua0S,ORD-00137,payment,174200,2090,376,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_SxxuXbZ5i7,ORD-00138,payment,698000,8376,1508,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_VFdu9v1ifX,ORD-00139,payment,174100,2089,376,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_iqa98V6a7n,ORD-00140,payment,739700,8876,1598,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_JYhXTbbeeJ,ORD-00141,payment,251200,3014,543,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_CudmmvErAF,ORD-00142,payment,576700,6920,1246,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_LtUHMpLUdP,ORD-00143,payment,737000,8844,1592,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_Ca52kT3HwB,ORD-00144,payment,356600,4279,770,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_etiA7BFvpv,ORD-00145,payment,393600,4723,850,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_SQZqhQo4xP,ORD-00146,payment,847900,10175,1832,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_sypyMY6NLa,ORD-00147,payment,261200,3134,564,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_gZcpVXabFH,ORD-00148,payment,720200,8642,1556,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_gSLvHs9NDB,ORD-00149,payment,781400,9377,1688,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_kpTSceRUA0,ORD-00150,payment,685700,8228,1481,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_Re72Zcj7p2,ORD-00151,payment,352100,4225,761,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_Guf5qeSQHy,ORD-00152,payment,399500,4794,863,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_6ZvEAA0pbr,ORD-00153,payment,361600,4339,781,2026-08-10T11:02:00Z,402914203451
setl_E5R8,pay_gx8SX8W9km,ORD-00154,payment,714500,8574,1543,2026-08-10T11:02:00Z,402914203451
setl_E5R8,rfnd_gpG4MWi2pk,ORD-00132,refund,-828200,0,0,2026-08-10T11:02:00Z,402914203451
setl_E5R8,rfnd_MeUtr5pq8P,ORD-00133,refund,-611500,0,0,2026-08-10T11:02:00Z,402914203451
setl_E5R8,rfnd_WjNc6zoaj8,ORD-00153,refund,-361600,0,0,2026-08-10T11:02:00Z,402914203451
setl_E5R8,adj_KtoArvPBwa,,adjustment,-167600,0,0,2026-08-10T11:02:00Z,402914203451
setl_F6T1,pay_VKPz4TfQS2,ORD-00155,payment,127600,1021,184,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_WyHvGCx4fh,ORD-00156,payment,97600,781,141,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_S8h2PY3NjQ,ORD-00157,payment,40400,323,58,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_QHo5t2aSdn,ORD-00158,payment,397900,3183,573,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_ALxp176D9Z,ORD-00159,payment,312600,2501,450,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_Xe9xVYzsJ5,ORD-00160,payment,131600,1053,190,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_Rf2DTfw08c,ORD-00161,payment,258200,2066,372,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_Le1RktQ3ji,ORD-00162,payment,405200,3242,584,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_gMQ54AXi07,ORD-00163,payment,451500,3612,650,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_TEMLMjaNh9,ORD-00164,payment,741300,5930,1067,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_jJyyd9QAJq,ORD-00165,payment,753800,6030,1085,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_FfK56Vi3bM,ORD-00166,payment,190200,1522,274,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_SQhxCBMTNb,ORD-00167,payment,856200,6850,1233,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_zn3T619ME1,ORD-00168,payment,265900,2127,383,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_RE14jTwNWx,ORD-00169,payment,196200,1570,283,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_An09kwqy7j,ORD-00170,payment,362900,2903,523,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_yQ6tSgYtSo,ORD-00171,payment,76900,615,111,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_JotyFBo00t,ORD-00172,payment,632500,5060,911,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_AQdW9WDAfw,ORD-00173,payment,310700,2486,447,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_uRq0x4ZA9i,ORD-00174,payment,365100,2921,526,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_ym35zdAPUw,ORD-00175,payment,685200,5482,987,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_DyoJrQgbjM,ORD-00176,payment,808500,6468,1164,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_Sst8jqXrF9,ORD-00177,payment,115100,921,166,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_9nUyojM8U8,ORD-00178,payment,234700,1878,338,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_KSbmsTz8ro,ORD-00179,payment,62000,496,89,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_zNwrgU28Pp,ORD-00180,payment,432500,3460,623,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_C3heVtK6iP,ORD-00181,payment,164100,1313,236,2026-08-12T11:02:00Z,402914330098
setl_F6T1,pay_KqSXCUY0M2,ORD-00182,payment,590500,4724,850,2026-08-12T11:02:00Z,402914330098
setl_F6T1,rfnd_cuH1cAESvo,ORD-00169,refund,-196200,0,0,2026-08-12T11:02:00Z,402914330098
setl_F6T1,rfnd_eWskapCnuD,ORD-00180,refund,-432500,0,0,2026-08-12T11:02:00Z,402914330098
setl_G7V4,pay_NyjmCzrgN0,ORD-00183,payment,804900,6439,1159,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_t7Kfo1xoK0,ORD-00184,payment,241500,1932,348,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_j69iF2Sk9q,ORD-00185,payment,448200,3586,645,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_LpsHgjwsAJ,ORD-00186,payment,71400,571,103,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_rbrqTVqc0o,ORD-00187,payment,227500,1820,328,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_qNtRPWnJm2,ORD-00188,payment,641900,5135,924,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_LVypLGKwzA,ORD-00189,payment,45100,361,65,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_Uq9kb0J7Jr,ORD-00190,payment,181700,1454,262,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_YDmTfBQW7n,ORD-00191,payment,643800,5150,927,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_GStWPzdPeN,ORD-00192,payment,246800,1974,355,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_KJWagj146M,ORD-00193,payment,867300,6938,1249,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_BcbJqmhD83,ORD-00194,payment,821100,6569,1182,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_Mi6bueh4uP,ORD-00195,payment,502300,4018,723,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_hNaQFnhyit,ORD-00196,payment,671400,5371,967,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_pFV86qy7aj,ORD-00197,payment,253800,2030,365,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_qDYsFRBn5f,ORD-00198,payment,431200,3450,621,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_mr6WYPLiRE,ORD-00199,payment,387700,3102,558,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_wG3Zewxe73,ORD-00200,payment,816300,6530,1175,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_AFGecXyDS1,ORD-00201,payment,372300,2978,536,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_M1KXV8txvW,ORD-00202,payment,880900,7047,1268,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_Kru32kkKwh,ORD-00203,payment,242500,1940,349,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_LRaTKSmRgS,ORD-00204,payment,470300,3762,677,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_JhoquPoJvB,ORD-00205,payment,336300,2690,484,2026-08-13T11:02:00Z,402914455512
setl_G7V4,pay_apwDVVn0Yk,ORD-00206,payment,390900,3127,563,2026-08-13T11:02:00Z,402914455512
setl_G7V4,rfnd_DCvDv4Cb5Z,ORD-00197,refund,-253800,0,0,2026-08-13T11:02:00Z,402914455512
setl_H8X6,pay_2tbpsuVRok,ORD-00207,payment,804900,6439,1159,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_uYD5hjr5Kr,ORD-00208,payment,241500,1932,348,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_ENKZeVAEr6,ORD-00209,payment,448200,3586,645,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_qWZ9dra1oh,ORD-00210,payment,71400,571,103,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_mLr45Egs9u,ORD-00211,payment,227500,1820,328,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_eLXw0va9Xh,ORD-00212,payment,641900,5135,924,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_gH9ADyGauV,ORD-00213,payment,45100,361,65,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_pfBZtQgfea,ORD-00214,payment,181700,1454,262,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_WifwkW410J,ORD-00215,payment,643800,5150,927,2026-08-13T11:02:00Z,402914455513
setl_H8X6,pay_Cv1yB9UM1G,ORD-00216,payment,246800,1974,355,2026-08-13T11:02:00Z,402914455513
